wojewodztwo;powiat;miasto;kod_pocztowy;ulica;typ_ulica
œl¹skie;M. Katowice;Katowice;40-720;Gorzowska;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-218;Gorzowska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-182;Gorzowska;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-127;Gorzowska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-180;Gorzowska;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-808;Gorzowska;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-030;Gorzowska;ul.
opolskie;oleski;Gorzów Œl¹ski;46-310;Gorzów Œl¹ski;Poczta
opolskie;oleski;Gorzów Œl¹ski;46-310;Gorzów Œl¹ski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-404;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-407;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-400;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-401;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-403;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-405;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-406;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-408;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-410;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-412;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-413;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-414;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-400;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-410;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-412;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-413;Gorzów Wielkopolski;Poczta
lubuskie;M. Gorzów Wielkopolski;Gorzów Wielkopolski;66-414;Gorzów Wielkopolski;Poczta
kujawsko-pomorskie;¿niñski;Gorzyce;88-405;Gorzyce;Poczta
œl¹skie;wodzis³awski;Gorzyce;44-350;Gorzyce;Poczta
podkarpackie;tarnobrzeski;Gorzyce;39-432;Gorzyce;Poczta
œl¹skie;M. Katowice;Katowice;40-772;Gorzycka;ul.
mazowieckie;M. Warszawa;Warszawa;03-552;Gorzykowska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-453;Gorzyñska;ul.
wielkopolskie;M. Poznañ;Poznañ;61-057;Gorzys³awa;ul.
wielkopolskie;M. Poznañ;Poznañ;61-407;Gosienieckiego Wiktora;ul.
pomorskie;M. Gdynia;Gdynia;81-574;Goska;ul.
ma³opolskie;M. Kraków;Kraków;30-602;Goslara Juliana;ul.
opolskie;M. Opole;Opole;45-446;Gos³awicka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-107;Gos³awicka;ul.
mazowieckie;M. Warszawa;Warszawa;04-682;Gospodarcza;ul.
œl¹skie;M. Katowice;Katowice;40-432;Gospodarcza;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-214;Gospodarcza;ul.
œl¹skie;M. Rybnik;Rybnik;44-251;Gospodarcza;ul.
opolskie;M. Opole;Opole;45-759;Gospodarcza;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-335;Gospodarcza;ul.
lubelskie;M. Lublin;Lublin;20-217;Gospodarcza ;ul.
lubelskie;M. Lublin;Lublin;20-213;Gospodarcza ;ul.
lubelskie;M. Lublin;Lublin;20-211;Gospodarcza ;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-553;Gospodarska;ul.
ma³opolskie;M. Kraków;Kraków;31-265;Gospodarska;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-336;Gospodarska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-503;Gospodarska;ul.
wielkopolskie;M. Poznañ;Poznañ;61-313;Gospodarska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-015;Gospodarska;ul.
pomorskie;M. Gdynia;Gdynia;81-068;Gospodarska;ul.
³ódzkie;M. £ódŸ;£ódŸ;92-119;Gospodarska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-344;Gospody ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-340;Gospody ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-340;Gospody ;ul.
pomorskie;bytowski;Gostkowo;77-114;Gostkowo;Poczta
opolskie;prudnicki;Gostomia;48-217;Gostomia;Poczta
kujawsko-pomorskie;tucholski;Gostycyn;89-520;Gostycyn;Poczta
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-420;Gostycyñska;ul.
mazowieckie;gostyniñski;Gostynin;09-500;Gostynin;Poczta
mazowieckie;gostyniñski;Gostynin;09-500;Gostynin;Poczta
wielkopolskie;gostyñski;Gostyñ;63-800;Gostyñ;Poczta
wielkopolskie;gostyñski;Gostyñ;63-814;Gostyñ;Poczta
wielkopolskie;gostyñski;Gostyñ;63-815;Gostyñ;Poczta
wielkopolskie;gostyñski;Gostyñ;63-816;Gostyñ;Poczta
œl¹skie;miko³owski;Gostyñ;43-176;Gostyñ;Poczta
wielkopolskie;gostyñski;Gostyñ;63-800;Gostyñ;Poczta
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-222;Gostyñska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-103;Gostyñska;ul.
mazowieckie;M. Warszawa;Warszawa;01-154;Gostyñska ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-298;Gostyñska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-151;Gostyñska ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-178;Gostyñska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-165;Gostyñska ;ul.
dolnoœl¹skie;oleœnicki;Goszcz;56-417;Goszcz;Poczta
³ódzkie;sieradzki;Goszczanów;98-215;Goszczanów;Poczta
mazowieckie;grójecki;Goszczyn;05-610;Goszczyn;Poczta
podlaskie;M. Bia³ystok;Bia³ystok;15-177;Goszczyñskiego Seweryna;ul.
ma³opolskie;M. Kraków;Kraków;30-724;Goszczyñskiego Seweryna;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-219;Goszczyñskiego Seweryna;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-138;Goszczyñskiego Seweryna;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-263;Goszczyñskiego Seweryna;ul.
pomorskie;M. Gdañsk;Gdañsk;80-134;Goszczyñskiego Seweryna;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-134;Goszczyñskiego Seweryna;ul.
mazowieckie;M. Warszawa;Warszawa;02-616;Goszczyñskiego Seweryna ;ul.
mazowieckie;M. Warszawa;Warszawa;02-610;Goszczyñskiego Seweryna ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-174;Goszyñska;ul.
pomorskie;wejherowski;Goœcicino;84-241;Goœcicino;Poczta
mazowieckie;M. Warszawa;Warszawa;03-535;Goœcieradowska;ul.
lubelskie;kraœnicki;Goœcieradów Ukazowy;23-275;Goœcieradów Ukazowy;Poczta
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-556;Goœcieradzka;ul.
kujawsko-pomorskie;¿niñski;Goœcieszyn;88-422;Goœcieszyn;Poczta
opolskie;kêdzierzyñsko-kozielski;Goœciêcin;47-270;Goœciêcin;Poczta
mazowieckie;M. Warszawa;Warszawa;00-704;Goœciniec;ul.
mazowieckie;M. Warszawa;Warszawa/Weso³a;05-077;Goœciniec;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-876;Goœciniec;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-645;Goœciniec ;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-646;Goœciniec ;ul.
mazowieckie;M. Warszawa;Warszawa;03-287;Goœcinna;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-157;Goœcinna;ul.
lubelskie;M. Lublin;Lublin;20-532;Goœcinna;ul.
ma³opolskie;M. Kraków;Kraków;30-698;Goœcinna;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-314;Goœcinna;ul.
œl¹skie;M. Katowice;Katowice;40-477;Goœcinna;ul.
œl¹skie;M. Mys³owice;Mys³owice;41-408;Goœcinna;ul.
œl¹skie;M. Chorzów;Chorzów;41-500;Goœcinna;ul.
œl¹skie;M. Ruda Œl¹ska;Ruda Œl¹ska;41-707;Goœcinna;ul.
œl¹skie;zawierciañski;Zawiercie;42-400;Goœcinna;ul.
œl¹skie;M. Jaworzno;Jaworzno;43-600;Goœcinna;ul.
opolskie;M. Opole;Opole;45-127;Goœcinna;ul.
wielkopolskie;M. Poznañ;Poznañ;61-313;Goœcinna;ul.
pomorskie;M. Gdañsk;Gdañsk;80-032;Goœcinna;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-792;Goœcinna;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-356;Goœcinna;ul.
zachodniopomorskie;ko³obrzeski;Goœcino;78-120;Goœcino;Poczta
zachodniopomorskie;M. Szczecin;Szczecin;71-706;Goœcis³awa;ul.
opolskie;nyski;Goœwinowice;48-381;Goœwinowice;Poczta
mazowieckie;M. Warszawa;Warszawa;02-683;Gotarda;ul.
œl¹skie;M. Rybnik;Rybnik;44-251;Gotartowicka;ul.
pomorskie;chojnicki;Gotelp;89-651;Gotelp;Poczta
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-087;Gotowca Mariana;ul.
mazowieckie;M. Warszawa;Warszawa;02-460;Gottlieba Daimlera;ul.
mazowieckie;M. Warszawa;Warszawa;01-922;Gotycka;ul.
pomorskie;M. Gdañsk;Gdañsk;80-253;Gotycka;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-520;Gotycka;ul.
œwiêtokrzyskie;konecki;Gowarczów;26-225;Gowarczów;Poczta
pomorskie;kartuski;Gowidlino;83-341;Gowidlino;Poczta
pomorskie;M. Gdañsk;Gdañsk;80-299;Gowidliñska;ul.
mazowieckie;M. Warszawa;Warszawa;00-794;Goworka;ul.
mazowieckie;ostro³êcki;Goworowo;07-440;Goworowo;Poczta
mazowieckie;M. Warszawa;Warszawa;03-353;Goworowska ;ul.
mazowieckie;M. Warszawa;Warszawa;03-363;Goworowska ;ul.
mazowieckie;M. Warszawa;Warszawa;03-376;Goworowska ;ul.
pomorskie;M. Sopot;Sopot;81-715;Goyki Jakuba;ul.
mazowieckie;M. Warszawa;Warszawa;03-141;Gozdawitów;ul.
opolskie;M. Opole;Opole;45-639;Gozdek Heleny;ul.
lubuskie;¿agañski;Gozdnica;68-130;Gozdnica;Poczta
mazowieckie;sierpecki;Gozdowo;09-213;Gozdowo;Poczta
podlaskie;M. Bia³ystok;Bia³ystok;15-594;GoŸdzikowa;ul.
lubelskie;M. Lublin;Lublin;20-221;GoŸdzikowa;ul.
ma³opolskie;M. Kraków;Kraków;30-434;GoŸdzikowa;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-604;GoŸdzikowa;ul.
œl¹skie;M. Gliwice;Gliwice;44-152;GoŸdzikowa;ul.
wielkopolskie;M. Poznañ;Poznañ;60-175;GoŸdzikowa;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-012;GoŸdzikowa;ul.
pomorskie;M. Gdañsk;Gdañsk;80-733;GoŸdzikowa;ul.
pomorskie;M. Gdynia;Gdynia;81-589;GoŸdzikowa;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-485;GoŸdzikowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;92-723;GoŸdzikowa;ul.
mazowieckie;M. Warszawa;Warszawa;04-231;GoŸdzików;ul.
œl¹skie;M. Katowice;Katowice;40-748;GoŸdzików;ul.
œl¹skie;miko³owski;Miko³ów;43-190;GoŸdzików;ul.
œl¹skie;M. Rybnik;Rybnik;44-200;GoŸdzików;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-335;GoŸdzików;ul.
opolskie;kêdzierzyñsko-kozielski;Kêdzierzyn-KoŸle;47-224;GoŸdzików;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-813;GoŸdzików;ul.
mazowieckie;sierpecki;Gójsk;09-216;Gójsk;Poczta
dolnoœl¹skie;górowski;Góra;56-200;Góra;Poczta
œl¹skie;M. Œwiêtoch³owice;Œwiêtoch³owice;41-600;Góra Hugona;ul.
mazowieckie;piaseczyñski;Góra Kalwaria;05-530;Góra Kalwaria;Poczta
mazowieckie;piaseczyñski;Góra Kalwaria;05-530;Góra Kalwaria;Poczta
wielkopolskie;M. Poznañ;Poznañ;61-768;Góra Przemys³a;ul.
opolskie;strzelecki;Góra Œwiêtej Anny;47-154;Góra Œwiêtej Anny;Poczta
³ódzkie;³êczycki;Góra Œwiêtej Ma³gorzaty;99-122;Góra Œwiêtej Ma³gorzaty;Poczta
œl¹skie;bêdziñski;Bêdzin;42-500;Góra Zamkowa;ul.
ma³opolskie;M. Kraków;Kraków;31-959;Górali ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-960;Górali ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-961;Górali ;Osiedle
mazowieckie;M. Warszawa;Warszawa;01-112;Góralska;ul.
œl¹skie;M. Katowice;Katowice;40-682;Góralska;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-200;Góralska;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-605;Góralska;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Góralska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-610;Góralska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-623;Góralska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-854;Góralska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-292;Góralska;ul.
pomorskie;M. Gdynia;Gdynia;81-511;Góralska;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-790;Góralska;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-502;Góralska;ul.
opolskie;krapkowicki;Góra¿d¿e;47-316;Góra¿d¿e;Poczta
mazowieckie;M. Warszawa;Warszawa;01-180;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-189;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-186;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-139;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-147;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-144;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-401;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-117;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-110;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-109;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-460;Górczewska ;ul.
mazowieckie;M. Warszawa;Warszawa;01-459;Górczewska ;ul.
wielkopolskie;M. Poznañ;Poznañ;60-132;Górczyñska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-648;Górecka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-059;Górecka ;ul.
wielkopolskie;M. Poznañ;Poznañ;60-201;Górecka ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-483;Górecka ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-475;Górecka ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-424;Górecka ;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-060;Górecka ;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-330;Góreckiego Jana;ul.
opolskie;kêdzierzyñsko-kozielski;Kêdzierzyn-KoŸle;47-206;Góreckiego Jerzego;ul.
pomorskie;M. Gdañsk;Gdañsk;80-804;Górka;ul.
ma³opolskie;M. Kraków;Kraków;31-234;Górka Narodowa;ul.
podkarpackie;mielecki;Górki;39-306;Górki;Poczta
mazowieckie;nowodworski;Górki;05-156;Górki;Poczta
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-300;Górki;ul.
wielkopolskie;M. Poznañ;Poznañ;60-204;Górki;ul.
œl¹skie;cieszyñski;Górki Wielkie;43-436;Górki Wielkie;Poczta
pomorskie;M. Gdañsk;Gdañsk;80-680;Górki Wschodnie;ul.
mazowieckie;M. Warszawa;Warszawa;04-413;Górna;ul.
mazowieckie;M. Warszawa;Warszawa/Weso³a;05-075;Górna;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-040;Górna;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-574;Górna;ul.
lubelskie;M. Lublin;Lublin;20-005;Górna;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-415;Górna;ul.
ma³opolskie;M. Kraków;Kraków;30-094;Górna;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-322;Górna;ul.
œl¹skie;M. Katowice;Katowice;40-173;Górna;ul.
œl¹skie;M. Siemianowice Œl¹skie;Siemianowice Œl¹skie;41-106;Górna;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-215;Górna;ul.
œl¹skie;M. Chorzów;Chorzów;41-500;Górna;ul.
œl¹skie;M. Œwiêtoch³owice;Œwiêtoch³owice;41-608;Górna;ul.
œl¹skie;M. Ruda Œl¹ska;Ruda Œl¹ska;41-711;Górna;ul.
œl¹skie;bêdziñski;Bêdzin;42-500;Górna;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-609;Górna;ul.
œl¹skie;miko³owski;Miko³ów;43-195;Górna;ul.
œl¹skie;M. Jaworzno;Jaworzno;43-603;Górna;ul.
œl¹skie;M. Gliwice;Gliwice;44-100;Górna;ul.
œl¹skie;M. Rybnik;Rybnik;44-207;Górna;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-268;Górna;ul.
opolskie;M. Opole;Opole;45-403;Górna;ul.
opolskie;kêdzierzyñsko-kozielski;Kêdzierzyn-KoŸle;47-230;Górna;ul.
œl¹skie;raciborski;Racibórz;47-404;Górna;ul.
opolskie;brzeski;Brzeg;49-306;Górna;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-269;Górna;ul.
zachodniopomorskie;M. Szczecin;Szczecin/Bezrzecze;71-218;Górna;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-803;Górna;ul.
pomorskie;M. Gdynia;Gdynia;81-438;Górna;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-360;Górna;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-080;Górna;ul.
mazowieckie;M. Warszawa;Warszawa;02-495;Górna Droga;ul.
wielkopolskie;M. Poznañ;Poznañ;61-564;Górna Wilda ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-563;Górna Wilda ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-576;Górna Wilda ;ul.
mazowieckie;M. Warszawa;Warszawa;02-063;Górnickiego £ukasza;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-352;Górnickiego £ukasza ;ul.
ma³opolskie;M. Kraków;Kraków;31-222;Górnickiego £ukasza ;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-337;Górnickiego £ukasza ;ul.
ma³opolskie;M. Kraków;Kraków;31-234;Górnickiego £ukasza ;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-561;Górnicza;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-651;Górnicza;ul.
œl¹skie;M. Katowice;Katowice;40-008;Górnicza;ul.
œl¹skie;M. Siemianowice Œl¹skie;Siemianowice Œl¹skie;41-100;Górnicza;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-218;Górnicza;ul.
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-300;Górnicza;ul.
œl¹skie;M. Mys³owice;Mys³owice;41-400;Górnicza;ul.
œl¹skie;M. Chorzów;Chorzów;41-506;Górnicza;ul.
œl¹skie;M. Œwiêtoch³owice;Œwiêtoch³owice;41-600;Górnicza;ul.
œl¹skie;M. Ruda Œl¹ska;Ruda Œl¹ska;41-700;Górnicza;ul.
œl¹skie;M. Zabrze;Zabrze;41-806;Górnicza;ul.
œl¹skie;M. Bytom;Bytom;41-935;Górnicza;ul.
œl¹skie;bêdziñski;Bêdzin;42-506;Górnicza;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-600;Górnicza;ul.
œl¹skie;miko³owski;Miko³ów;43-190;Górnicza;ul.
œl¹skie;M. Jaworzno;Jaworzno;43-600;Górnicza;ul.
œl¹skie;M. Rybnik;Rybnik;44-206;Górnicza;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-335;Górnicza;ul.
opolskie;M. Opole;Opole;45-646;Górnicza;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-136;Górnicza;ul.
wielkopolskie;M. Poznañ;Poznañ;60-107;Górnicza;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-892;Górnicza;ul.
pomorskie;M. Gdañsk;Gdañsk;80-415;Górnicza;ul.
pomorskie;M. Gdynia;Gdynia;81-572;Górnicza;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-848;Górnicza ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-765;Górnicza ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-705;Górnicza ;ul.
œl¹skie;M. Katowice;Katowice;40-494;Górniczego Dorobku;ul.
œl¹skie;M. Rybnik;Rybnik;44-270;Górniczego Stanu;ul.
œl¹skie;M. Katowice;Katowice;40-469;Górniczego Stanu ;ul.
œl¹skie;M. Katowice;Katowice;40-468;Górniczego Stanu ;ul.
œl¹skie;M. Katowice;Katowice;40-133;Górnika Alfonsa;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-219;Górników;ul.
œl¹skie;M. Gliwice;Gliwice;44-100;Górników;ul.
ma³opolskie;M. Kraków;Kraków;30-819;Górników ;ul.
ma³opolskie;M. Kraków;Kraków;30-816;Górników ;ul.
ma³opolskie;M. Kraków;Kraków;30-808;Górników ;ul.
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-300;Górników Redenu;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-804;Górników Staszicowskich ;Al.
œwiêtokrzyskie;M. Kielce;Kielce;25-805;Górników Staszicowskich ;Al.
œwiêtokrzyskie;M. Kielce;Kielce;25-808;Górników Staszicowskich ;Al.
œwiêtokrzyskie;kielecki;Górno;26-008;Górno;Poczta
podkarpackie;rzeszowski;Górno;36-051;Górno;Poczta
œl¹skie;M. Katowice;Katowice;40-511;Górnoœl¹ska;Al.
œl¹skie;M. Ruda Œl¹ska;Ruda Œl¹ska;41-717;Górnoœl¹ska;ul.
œl¹skie;M. Zabrze;Zabrze;41-800;Górnoœl¹ska;ul.
œl¹skie;M. Bytom;Bytom;41-909;Górnoœl¹ska;ul.
œl¹skie;zawierciañski;Zawiercie;42-400;Górnoœl¹ska;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-680;Górnoœl¹ska;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Górnoœl¹ska;ul.
œl¹skie;M. Jaworzno;Jaworzno;43-602;Górnoœl¹ska;ul.
opolskie;M. Opole;Opole;45-301;Górnoœl¹ska;ul.
œl¹skie;raciborski;Racibórz;47-411;Górnoœl¹ska;ul.
opolskie;brzeski;Brzeg;49-305;Górnoœl¹ska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-019;Górnoœl¹ska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-664;Górnoœl¹ska;ul.
mazowieckie;M. Warszawa;Warszawa;00-444;Górnoœl¹ska ;ul.
mazowieckie;M. Warszawa;Warszawa;00-432;Górnoœl¹ska ;ul.
mazowieckie;M. Warszawa;Warszawa;00-443;Górnoœl¹ska ;ul.
mazowieckie;M. Warszawa;Warszawa;00-447;Górnoœl¹ska ;ul.
œl¹skie;M. Rybnik;Rybnik;44-270;Górnoœl¹ska ;ul.
mazowieckie;M. Warszawa;Warszawa;00-484;Górnoœl¹ska ;ul.
mazowieckie;M. Warszawa;Warszawa;00-458;Górnoœl¹ska ;ul.
pomorskie;M. Gdynia;Gdynia;81-509;Górnoœl¹ski;Plac
œl¹skie;M. Gliwice;Gliwice;44-100;Górnych Wa³ów;ul.
warmiñsko-mazurskie;bartoszycki;Górowo I³aweckie;11-220;Górowo I³aweckie;Poczta
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-079;Górowska;ul.
mazowieckie;M. Warszawa;Warszawa;00-740;Górska;ul.
lubelskie;M. Lublin;Lublin;20-863;Górska;ul.
ma³opolskie;M. Kraków;Kraków;30-628;Górska;ul.
œl¹skie;zawierciañski;Zawiercie;42-400;Górska;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Górska;ul.
wielkopolskie;M. Poznañ;Poznañ;61-059;Górska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-737;Górska;ul.
³ódzkie;M. £ódŸ;£ódŸ;92-114;Górska;ul.
pomorskie;M. Gdynia;Gdynia;81-304;Górskiego Kazimierza;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-383;Górskiego Klaudiusza;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-794;Górskiego Ochotniczego Pogotowia Ratunkowego;ul.
mazowieckie;M. Warszawa;Warszawa;00-033;Górskiego Wojciecha;ul.
œl¹skie;M. Gliwice;Gliwice;44-121;Góry Che³mskiej;ul.
œl¹skie;M. Zabrze;Zabrze;41-800;Góry Œwiêtej Anny;ul.
kujawsko-pomorskie;brodnicki;Górzno;87-320;Górzno;Poczta
mazowieckie;garwoliñski;Górzno;08-404;Górzno;Poczta
lubuskie;s³ubicki;Górzyca;69-113;Górzyca;Poczta
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-157;Górzyskowo;ul.
pomorskie;M. Gdañsk;Gdañsk;80-283;Górzysta;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-167;Górzysta;ul.
mazowieckie;radomski;Gózd;26-634;Gózd;Poczta
mazowieckie;M. Warszawa;Warszawa;02-996;Grabalówki;ul.
œl¹skie;M. Jaworzno;Jaworzno;43-600;Grabañka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-079;Grabarska;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-325;Grabca;ul.
ma³opolskie;M. Kraków;Kraków;31-236;Grabczaka Ignacego;ul.
³ódzkie;piotrkowski;Grabica;97-306;Grabica;Poczta
³ódzkie;M. £ódŸ;£ódŸ;91-135;Grabieniec ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-140;Grabieniec ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-149;Grabieniec ;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-721;Grabinów;ul.
